Make_model,version,Power,Range,Fuel,Gears,Doors,Seats,drive,Body,Deposit,MonthlyAmount,AnnualMileage,Duration,Services_included,URL,PICTURE_URL,offre,DateTime
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,4.720 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fny9f4scte3tbcaw.png,Van,09/03/2026 17:22:35
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,4.720 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fmc9b1tdg551c5sy.png,Van,09/03/2026 17:22:35
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,5.900 kr,30 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fnt0wxyz6cfjul9v.png,Van,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.240 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F5s1xzh9jknabc45.png,,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.440 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fqk6xb2j0cy9drjt.png,,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.440 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fl1hhq03zuk6f80z.png,,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.799 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fby49ugn8hwqdubh.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,3.540 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fni6hz3n9jjfx3sf.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,3.730 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fu745ikxoy1egd1f.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,3.730 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fmv0g1v2tjtryukm.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,4.120 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fv9v9zk1us0gf3iy.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.119 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fofbond95lzvntki.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.380 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7luxfk0lmh83qp9.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.380 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F49g83nizw5mebko.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.845 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fxdmiuu39vswfhm5.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,4.429 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Finue89aqfe3t5jt.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,4.749 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fkx4l18glykv2k07.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,4.749 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F3sswqgmvads18im.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,5.249 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fhl30imd3m4uwdfr.png,,09/03/2026 17:22:35
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.270 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fcxe9176oet9zgjx.png,,09/03/2026 17:22:35
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.520 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fdc1tk645ferp8ek.png,,09/03/2026 17:22:35
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.520 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Ft8c9o6ph13mmy1n.png,,09/03/2026 17:22:35
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.980 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F2eaiyuqdd2jaiua.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,5.470 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F0dvjv5yeqwy4s31.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,5.710 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7q2hfh1icp9q65p.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,5.710 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fukg1jw1a8lj0u8f.png,,09/03/2026 17:22:35
Volkswagen Id4,Businessline 4Motion,,519,Electric,Automatic,5,5,,SUV,100.000 kr,6.130 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208475/volkswagen-id4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fjoouhnrmlcrywhd.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,5.589 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fbsm3ykf9wwabq7j.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,5.820 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fh4czi9nk9dt0ph0.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,5.820 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7z87267xcngp495.png,,09/03/2026 17:22:35
BMW iX1,Xdrive30 Charged,,438,Electric,Automatic,5,5,,SUV,100.000 kr,6.240 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208478/bmw-ix1/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F2z4ixmnlvxjaqpl.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,5.670 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F6quosuuqsgzr4am.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,5.920 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Ff72co80ha4mxojd.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,5.920 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F47kg0sa9dgnfp8j.png,,09/03/2026 17:22:35
Skoda Elroq,Elroq RS,340,,Electric,Automatic,5,5,,SUV,100.000 kr,6.360 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208491/skoda-elroq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7ntpv9ra4pilwqr.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,5.680 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fbmj8jkjezck2d4y.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,5.870 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Frudf2c8nm0xxjlo.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,5.870 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F30mq9lmc18kr8o6.png,,09/03/2026 17:22:35
Hyundai IONIQ 5,Ioniq 5 Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.320 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208518/hyundai-ioniq-5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F9jb8kywv3ay4wtf.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.030 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F435vc0aqvb5pkif.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.250 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F0jk1eeg8su6pcoe.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.250 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fad3z27be0r3e3my.png,,09/03/2026 17:22:35
Smart #5,Bev 100kwh,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.660 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208480/smart-%235/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fa1ealp43kno9hmn.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.060 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fxjlixbuo9xvussq.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.330 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F0ofsbapkah69luq.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.330 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fmk0nfavj7j8pgls.png,,09/03/2026 17:22:35
Skoda Enyaq,85X,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,6.800 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208474/skoda-enyaq/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fpjaw2nj42muqpwr.png,,09/03/2026 17:22:35
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,7.340 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fvgqghd7lgcxze25.png,,09/03/2026 17:22:35
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,7.660 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fs2iaeewo3z95nk5.png,,09/03/2026 17:22:35
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,7.660 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F5rnbuhuywdhup7x.png,,09/03/2026 17:22:35
